codigo,Anho,Clasificacion,Empresa,Ingresos
29,1970,65,Citgo Petroleum,1561.6
32,1970,66,Uniroyal,1553.8
35,1970,67,Alcoa,1545.2
747,1970,68,Sara Lee,1512.1
28,1970,69,Republic Steel,1500.3
749,1970,70,Chiquita Brands Intl.,1495.7
676,1970,71,Xerox,1482.9
46,1970,72,Bendix,1467.9
246,1970,73,Champion International,1455.5
583,1970,74,Signal Companies,1432.4
132,1970,75,Honeywell,1426.0
62,1970,76,Anaconda,1410.6
138,1970,77,FMC,1409.3
77,1970,78,Ralston Purina,1386.3
126,1970,79,Coca-Cola,1365.4
48,1970,80,Fortune Brands,1361.3
51,1970,81,Honeywell Intl.,1316.1
100,1970,82,American Standard,1307.4
109,1970,83,Beatrice,1302.9
732,1970,84,Teledyne,1294.8
89,1970,85,Owens-Illinois,1294.4
178,1970,86,Raytheon,1285.1
116,1970,87,NCR,1254.6
210,1970,88,Celanese,1249.9
114,1970,89,Weyerhaeuser,1239.2
44,1970,90,Goodrich,1229.1
57,1970,91,National Intergroup,1225.1
164,1970,92,Bestfoods,1218.0
49,1970,93,Ryerson Tull,1216.4
157,1970,94,Wyeth,1193.0
205,1970,95,Genesco,1185.6
129,1970,96,Grumman,1180.3
99,1970,97,BP America,1160.4
408,1970,98,Georgia-Pacific,1160.2
59,1970,99,Olin,1156.9
185,1970,100,Whirlpool,1153.5
134,1970,101,Ashland,1151.5
68,1970,102,PPG Industries,1146.7
115,1970,103,Colgate-Palmolive,1141.6
748,1970,104,Getty Oil,1139.8
425,1970,105,U.S. Industries,1092.5
147,1970,106,GenCorp,1087.8
78,1970,107,American Cyanamid,1087.1
81,1970,108,BorgWarner,1087.0
540,1970,109,Ogden,1079.1
189,1970,110,Eaton,1054.3
71,1970,111,Kennecott,1050.0
104,1970,112,Deere,1043.0
267,1970,113,Mead,1031.7
97,1970,114,Reynolds Metals,1012.7
107,1970,115,J.P. Stevens,1003.0
111,1970,116,Martin Marietta,981.4
95,1970,117,Carnation,964.4
213,1970,118,White Motor,950.5
364,1970,119,PepsiCo,949.4
73,1970,120,Standard Brands,938.4
394,1970,121,Norton Simon,937.0
72,1970,122,NL Industries,929.8
419,1970,123,Bristol-Myers Squibb,928.2
791,1970,124,Lykes,928.0
136,1970,125,Kaisertech,925.8
121,1970,126,Marathon Oil,924.3
103,1970,127,Crown Zellerbach,922.4
331,1970,128,Amerada Hess,899.9
83,1970,129,Avco,898.1
56,1970,130,General Mills,885.2
88,1970,131,Campbell Soup,884.5
156,1970,132,Motorola,873.2
161,1970,133,St. Regis,867.6
177,1970,134,Kimberly-Clark,834.7
587,1970,135,Texas Instruments,831.8
204,1970,136,Combustion Engineering,820.6
597,1970,137,Safety-Kleen,807.6
494,1970,138,Warner-Lambert,807.5
215,1970,139,Pfizer,805.8
54,1970,140,Allis-Chalmers,804.7
226,1970,141,Studebaker-Worthington,801.2
142,1970,142,H.J. Heinz,790.1
731,1970,143,Kidde,786.2
60,1970,144,Asarco,771.0
218,1970,145,Altria Group,769.0
736,1970,146,White Consolidated Industries,767.6
52,1970,147,AMAX,753.5
752,1970,148,Whittaker,753.4
187,1970,149,Unisys,751.8
169,1970,150,Hercules,746.0
79,1970,151,Pullman,739.1
76,1970,152,American Motors,737.4
792,1970,153,Whitman,736.2
133,1970,154,Scott Paper,731.5
510,1970,155,Coltec Industries,729.2
767,1970,156,International Utilities,727.6
82,1970,157,Nabisco Brands,726.2
766,1970,158,Fruit of the Loom,721.6
118,1970,159,Babcock & Wilcox,718.6
236,1970,160,Ingersoll-Rand,711.2
179,1970,161,Dart Industries,707.5
123,1970,162,Furniture Brands Intl.,706.1
237,1970,163,Dresser Industries,700.1
160,1970,164,Quantum Chemical,700.0
101,1970,165,United Merchants & Mfrs.,694.8
224,1970,166,Zenith Electronics,676.6
689,1970,167,Iowa Beef Processors,675.1
108,1970,168,Phelps Dodge,672.1
148,1970,169,Anheuser-Busch,666.6
159,1970,170,Johnson & Johnson,663.8
135,1970,171,Del Monte Foods,662.2
455,1970,172,Avon Products,656.7
200,1970,173,Dana,651.7
212,1970,174,Merck,646.9
314,1970,175,Clark Equipment,645.4
307,1970,176,Squibb,644.9
589,1970,177,Emerson Electric,628.4
92,1970,178,Hormel Foods,626.0
701,1970,179,Time Warner,623.6
176,1970,180,Pet,618.5
188,1970,181,Walter Industries,618.4
194,1970,182,Gillette,609.6
233,1970,183,McGraw-Edison,609.1
282,1970,184,GAF,606.3
242,1970,185,AMF,602.7
602,1970,186,Lear Siegler,586.9
117,1970,187,Manville,583.6
703,1970,188,Control Data,570.8
90,1970,189,Pillsbury,569.2
139,1970,190,Oscar Mayer,566.0
125,1970,191,Otis Elevator,565.0
274,1970,192,Budd,564.6
183,1970,193,Northrop Grumman,561.2
201,1970,194,Central Soya,556.7
113,1970,195,Quaker Oats,553.9
144,1970,196,Armstrong Holdings,552.3
700,1970,197,Essex International,552.3
102,1970,198,Crane,550.7
623,1970,199,North American Philips,549.0
191,1970,200,Sterling Drug,546.8
630,1970,201,Agway,545.5
186,1970,202,Kellogg,542.2
303,1970,203,Maxus Energy,541.3
413,1970,204,Magnavox,539.8
253,1970,205,Eli Lilly,537.2
211,1970,206,Fruehauf,536.9
184,1970,207,Allegheny International,536.5
202,1970,208,Carrier,536.0
168,1970,209,Koppers,533.3
209,1970,210,Corning,530.6
607,1970,211,Evans Products,527.1
673,1970,212,Ethyl,509.3
167,1970,213,Wheeling Pittsburgh,505.7
302,1970,214,Imcera Group,500.8
337,1970,215,Stauffer Chemical,498.7
290,1970,216,Diamond International,498.1
567,1970,217,Sherwin-Williams,495.1
566,1970,218,Lever Brothers,491.1
105,1970,219,Liggett Group,488.7
227,1970,220,Owens Corning,487.4
251,1970,221,BOC,487.3
96,1970,222,Amstar,486.2
346,1970,223,Cluett Peabody,478.2
513,1970,224,Cerro,477.2
128,1970,225,J.E. Seagram,476.4
572,1970,226,Kerr-McGee,475.9
356,1970,227,Paccar,465.8
146,1970,228,USG,464.7
609,1970,229,Polaroid,455.9
570,1970,230,Brunswick,449.6
281,1970,231,Union Camp,449.5
152,1970,232,Aeroquip-Vickers,448.3
234,1970,233,Rohm & Haas,446.2
270,1970,234,Scovill,444.5
653,1970,235,Castle & Cooke,442.9
620,1970,236,Kayser-Roth,440.1
641,1970,237,Indian Head,435.5
671,1970,238,Eltra,431.9
571,1970,239,Farmland Industries,426.1
238,1970,240,Kaiser Steel,420.8
248,1970,241,Tecumseh Products,420.1
190,1970,242,Westvaco,419.6
650,1970,243,Jos. Schlitz Brewing,418.8
400,1970,244,AM International,416.1
434,1970,245,Cummins,410.6
438,1970,246,Pennwalt Corp,408.6
768,1970,247,Universal Oil Products,408.6
320,1970,248,Abbott Laboratories,403.9
316,1970,249,Collins Radio,400.2
228,1970,250,Timken,399.4
380,1970,251,McGraw-Hill,398.3
298,1970,252,Ward Foods,395.7
223,1970,253,Brown Shoe,395.0
672,1970,254,Land O'Lakes,394.5
679,1970,255,MacMillan,390.3
446,1970,256,Times Mirror,389.8
793,1970,257,Loews,387.8
751,1970,258,A-T-O,378.9
249,1970,259,Kelsey-Hayes,376.7
172,1970,260,M. Lowenstein,376.5
284,1970,261,WestPoint Stevens,372.2
317,1970,262,Sunbeam/Oster,372.1
594,1970,263,Pharmacia,371.0
268,1970,264,Crown Holdings,370.9
296,1970,265,GK Technologies,365.8
773,1970,266,City Investing,364.1
165,1970,267,Revere Copper & Brass,363.3
621,1970,268,Di Giorgio,361.8
93,1970,269,Hygrade Food Products,359.8
310,1970,270,Ex-Cell-O,358.0
466,1970,271,USM,356.1
120,1970,272,A.O. Smith,354.5
143,1970,273,Admiral,354.4
64,1970,274,Cudahy,354.0
769,1970,275,National Industries,353.3
643,1970,276,Hammermill Paper,353.3
229,1970,277,Norton,353.1
149,1970,278,McNeill & Libby,345.6
241,1970,279,National Gypsum,343.8
794,1970,280,Gould,342.8
401,1970,281,Richardson-Vicks,340.3
646,1970,282,Harris,339.3
687,1970,283,Intl. Multifoods,339.0
576,1970,284,Potlatch,337.1
642,1970,285,Purex Industries,333.8
300,1970,286,Flintkote,332.4
263,1970,287,Bemis,331.5
743,1970,288,Bangor Punta,329.9
318,1970,289,Inmont,329.5
368,1970,290,Outboard Marine,327.1
375,1970,291,Interlake,324.8
772,1970,292,Metromedia International,324.2
660,1970,293,Hewlett-Packard,323.8
450,1970,294,Dayco,321.4
155,1970,295,Archer Daniels Midland,320.8
548,1970,296,Revlon,317.6
402,1970,297,US Pharmaceuticals,315.4
197,1970,298,Hershey Foods,315.1
724,1970,299,Fairchild Industries,314.8
445,1970,300,Mohasco,312.4
514,1970,301,National Can,312.0
230,1970,302,American Bakeries,311.3
699,1970,303,Hoover,309.3
542,1970,304,R.R. Donnelley & Sons,307.9
541,1970,305,GATX,304.9
795,1970,306,Ikon Office Solutions,304.8
735,1970,307,Heublein,303.7
596,1970,308,Thiokol,302.3
559,1970,309,Reliance Electric,301.9
557,1970,310,Sundstrand,300.5
715,1970,311,Apogent Technologies,299.8
340,1970,312,Dan River,299.6
175,1970,313,Cannon Mills,299.4
633,1970,314,Bell & Howell,297.8
217,1970,315,Staley Continental,297.6
304,1970,316,Chemetron,297.5
686,1970,317,Ampex,296.3
58,1970,318,Curtiss-Wright,295.0
713,1970,319,Cotton Producers Association,295.0
231,1970,320,Campbell Taggart,294.6
569,1970,321,Springs Industries,293.3
271,1970,322,Cincinnati Milacron,293.1
374,1970,323,Carborundum,290.4
385,1970,324,H.K. Porter,289.8
796,1970,325,National Service Industries,289.1
721,1970,326,Coastal,287.5
283,1970,327,Fairmont Foods,284.8
388,1970,328,I-T-E Imperial,283.6
556,1970,329,Cessna Aircraft,283.0
754,1970,330,Norris Industries,281.8
614,1970,331,Miles Laboratories,279.9
220,1970,332,Cone Mills,278.9
522,1970,333,Premcor,277.5
595,1970,334,Champion Spark Plug,277.2
458,1970,335,Midland-Ross,276.6
695,1970,336,U.S. Shoe,275.7
770,1970,337,Diversified Industries,275.3
797,1970,338,Chromalloy American,274.2
702,1970,339,CBI Industries,273.7
272,1970,340,Parke & Davis,273.5
552,1970,341,Harsco,272.5
286,1970,342,Anchor Hocking,270.9
124,1970,343,ACF Industries,270.2
354,1970,344,Rockwell Manufacturing,269.9
771,1970,345,Great Western United,268.5
278,1970,346,Allied Mills,266.2
255,1970,347,Stokely-Van Camp,266.1
287,1970,348,Rohr,266.1
110,1970,349,Rath Packing,265.3
798,1970,350,NVF,264.0
509,1970,351,Federal-Mogul,263.3
319,1970,352,Amsted Industries,261.0
756,1970,353,Spencer Foods,260.6
365,1970,354,Stanley Works,257.9
592,1970,355,Akzona,256.8
222,1970,356,Simmons,254.9
728,1970,357,Bunker Ramo,254.7
216,1970,358,Pabst Brewing,252.5
558,1970,359,Fedders,252.3
758,1970,360,Avnet,252.1
670,1970,361,Pitney Bowes,251.9
344,1970,362,Thomas J. Lipton,251.3
774,1970,363,Levi Strauss,250.7
656,1970,364,Fairchild Camera & Instrument,250.7
693,1970,365,Jonathan Logan,250.4
333,1970,366,Lone Star Industries,250.2
624,1970,367,Howmet,249.1
598,1970,368,Cyclops Industries,248.0
684,1970,369,General Instrument,248.0
696,1970,370,Insilco,247.2
654,1970,371,Murphy Oil,246.8
704,1970,372,Koehring,245.5
596,1970,373,Thiokol,245.1
301,1970,374,Interstate Brands,244.4
788,1970,375,American Beef Packers,244.0
414,1970,376,Joy Technologies,243.3
658,1970,377,Kellwood,243.2
753,1970,378,Questor,243.0
661,1970,379,Emhart,239.6
332,1970,380,Texasgulf,239.3
575,1970,381,New York Times,238.2
734,1970,382,Household Manufacturing,238.1
741,1970,383,Hoerner Waldorf,237.3
637,1970,384,Witco,236.6
690,1970,385,FINA,233.9
451,1970,386,Square D,233.0
495,1970,387,Trane,232.8
352,1970,388,ESB,231.5
306,1970,389,Kendall,231.5
716,1970,390,Warnaco Group,231.4
655,1970,391,Chesebrough-Pond's,230.9
649,1970,392,Maremont,230.1
463,1970,393,Cutler-Hammer,227.3
335,1970,394,Eagle-Picher Industries,226.9
709,1970,395,Black & Decker,221.8
799,1970,396,MBPXL,221.6
775,1970,397,Allied Products,221.6
678,1970,398,Air Products & Chem.,221.5
505,1970,399,McLouth Steel,220.8
800,1970,400,DeSoto,220.5
574,1970,401,Vulcan Materials,220.1
666,1970,402,Flavorland Industries,219.6
694,1970,403,Rexnord,216.7
360,1970,404,Certainteed,216.6
377,1970,405,Todd Shipyards,216.4
578,1970,406,Schering-Plough,213.9
245,1970,407,Eastern Gas & Fuel Associates,213.5
801,1970,408,Republic,212.7
802,1970,409,Tyco Laboratories,212.6
729,1970,410,AMP,211.3
781,1970,411,Mattel,210.9
740,1970,412,Phillips-Van Heusen,210.1
683,1970,413,Fieldcrest Cannon,209.5
742,1970,414,Sheller-Globe,209.3
647,1970,415,Grolier,207.2
399,1970,416,Handy & Harman,206.4
744,1970,417,Becton Dickinson,205.8
706,1970,418,Roper,205.4
681,1970,419,Collins & Aikman,204.4
412,1970,420,Houdaille Industries,203.2
803,1970,421,Commercial Metals,202.9
493,1970,422,Blue Bell,202.7
348,1970,423,Gerber Products,202.2
373,1970,424,American Chain & Cable,201.8
254,1970,425,General Host,201.7
453,1970,426,Armstrong Rubber,201.1
669,1970,427,Hobart,201.0
804,1970,428,Penn-Dixie Industries,200.9
648,1970,429,Robertson-Ceco,199.6
784,1970,430,Applera,199.4
805,1970,431,VF,197.6
746,1970,432,Parker Hannifin,197.3
560,1970,433,Gardner-Denver,193.7
778,1970,434,Automation Industries,192.0
757,1970,435,ConAgra Foods,191.9
730,1970,436,Signode,191.0
470,1970,437,Congoleum,189.8
351,1970,438,Beech Aircraft,187.3
677,1970,439,Cabot,187.2
761,1970,440,Sanders Associates,187.0
308,1970,441,Stewart-Warner,186.8
739,1970,442,Varian Associates,186.2
755,1970,443,General Signal,185.7
622,1970,444,Inland Container,185.6
517,1970,445,Ceco Industries,185.4
806,1970,446,Interpace,184.7
616,1970,447,Riegel Paper,184.0
807,1970,448,Easco,183.8
341,1970,449,Keystone Consolidated Industries,183.2
313,1970,450,Fibreboard,182.2
723,1970,451,Green Giant,181.9
644,1970,452,Commonwealth Oil Refining,181.7
808,1970,453,Skyline,181.2
590,1970,454,Reichhold Chemicals,181.2
299,1970,455,St. Joseph Lead,179.0
759,1970,456,Hyster,177.4
809,1970,457,American Hoist & Derrick,176.5
697,1970,458,Cooper Industries,176.3
619,1970,459,Trans Union,176.3
600,1970,460,Hanna Mining,176.0
763,1970,461,Great Northern Nekoosa,175.6
443,1970,462,Freeport Sulphur,175.2
717,1970,463,U.S. Smelting,174.9
720,1970,464,Rheingold,173.5
776,1970,465,Wean United,173.0
474,1970,466,Arvin Industries,172.3
261,1970,467,Keebler,171.8
726,1970,468,Brockway,171.8
526,1970,469,Briggs & Stratton,171.6
674,1970,470,Cowles Communications,171.2
762,1970,471,Max Factor,170.5
635,1970,472,Federal Pacific Electric,170.1
810,1970,473,Ludlow,169.9
780,1970,474,Johnson Service,169.8
785,1970,475,F. & M. Schaefer,168.9
382,1970,476,Granite City Steel,168.2
789,1970,477,Triangle Industries,167.5
811,1970,478,Willamette Industries,167.4
719,1970,479,Hoover Universal,167.3
336,1970,480,Wm. Wrigley Jr.,167.2
663,1970,481,American Biltrite Rubber,167.1
725,1970,482,Warner & Swasey,167.0
437,1970,483,American Forest Products,167.0
705,1970,484,Warwick Electronics,166.4
561,1970,485,Western Publishing Group,166.3
342,1970,486,Maytag,166.3
777,1970,487,Microdot,165.7
469,1970,488,Reeves Brothers,165.3
812,1970,489,Instrument Systems,165.2
813,1970,490,Nekoosa-Edwards Paper,164.5
783,1970,491,National Presto Industries,164.0
814,1970,492,Peter Eckrich & Sons,164.0
764,1970,493,G.D. Searle,163.9
779,1970,494,Amerace Esna,163.8
563,1970,495,Carpenter Technology,163.3
815,1970,496,Knight-Ridder,162.8
359,1970,497,Olivetti Underwood,162.7
787,1970,498,Lubrizol,162.5
692,1970,499,Farmers Union Central Exchange,162.5
816,1970,500,Monfort of Colorado,161.9
1,1971,1,General Motors,18752.4
2,1971,2,Exxon Mobil,16554.2
501,1971,3,Ford Motor,14979.9
4,1971,4,General Electric,8726.7
61,1971,5,Intl. Business Machines,7504.0
9,1971,6,Mobil,7260.5
6,1971,7,Chrysler,6999.7
502,1971,8,ITT Industries,6364.5
14,1971,9,Texaco,6349.8
15,1971,10,AT&T Technologies,5856.2
8,1971,11,Gulf Oil,5396.2
3,1971,12,U.S. Steel,4814.4
13,1971,13,CBS,4313.4
18,1971,14,ChevronTexaco,4187.8
432,1971,15,LTV,3771.7
11,1971,16,Amoco,3732.8
20,1971,17,Boeing,3677.1
10,1971,18,DuPont,3618.4
16,1971,19,Shell Oil,3589.5
617,1971,20,General Telephone & Electronics,3439.2
23,1971,21,RCA,3291.9
19,1971,22,Goodyear Tire & Rubber,3194.6
5,1971,23,Esmark,3076.4
24,1971,24,Union Carbide,3026.3
27,1971,25,Procter & Gamble,2978.8
12,1971,26,Bethlehem Steel,2935.4
43,1971,27,Eastman Kodak,2784.6
17,1971,28,Kraft,2751.1
817,1971,29,Greyhound,2740.0
47,1971,30,Atlantic Richfield,2738.5
53,1971,31,Conoco,2711.8
22,1971,32,Navistar International,2711.5
34,1971,33,Lockheed Martin,2535.0
712,1971,34,Tenneco Automotive,2524.7
42,1971,35,Rockwell Automation,2410.8
599,1971,36,Litton Industries,2404.3
39,1971,37,United Technologies,2348.9
25,1971,38,Firestone Tire & Rubber,2334.7
30,1971,39,ConocoPhillips,2273.1
750,1971,40,Occidental Petroleum,2240.2
41,1971,41,General Dynamics,2223.6
75,1971,42,Caterpillar,2127.8
91,1971,43,Singer,2125.1
252,1971,44,McDonnell Douglas,2088.2
31,1971,45,General Foods,2045.4
45,1971,46,Continental Group,2036.5
87,1971,47,Monsanto,1971.6
38,1971,48,Sunoco,1941.9
132,1971,49,Honeywell,1921.2
74,1971,50,Sealed Air,1917.6
69,1971,51,Dow Chemical,1911.1
36,1971,52,International Paper,1840.8
40,1971,53,American Can,1838.1
33,1971,54,Borden Chemical,1827.3
790,1971,55,Rapid-American,1827.1
86,1971,56,Burlington Industries Equity,1821.5
84,1971,57,Unocal,1811.2
67,1971,58,Nabisco Group Holdings,1786.0
66,1971,59,Sperry,1755.4
676,1971,60,Xerox,1718.6
603,1971,61,OfficeMax,1716.9
29,1971,62,Citgo Petroleum,1714.0
131,1971,63,3M,1687.3
747,1971,64,Sara Lee,1651.5
714,1971,65,Gulf & Western Industries,1629.6
292,1971,66,Textron,1611.9
126,1971,67,Coca-Cola,1606.4
112,1971,68,TRW,1585.2
50,1971,69,ARMCO,1583.7
109,1971,70,Beatrice,1576.1
77,1971,71,Ralston Purina,1567.0
32,1971,72,Uniroyal,1555.6
35,1971,73,Alcoa,1522.4
48,1971,74,Fortune Brands,1447.6
46,1971,75,Bendix,1442.9
116,1971,76,NCR,1420.6
100,1971,77,American Standard,1417.8
583,1971,78,Signal Companies,1412.2
134,1971,79,Ashland,1407.2
89,1971,80,Owens-Illinois,1402.4
749,1971,81,Chiquita Brands Intl.,1395.7
164,1971,82,Bestfoods,1376.0
99,1971,83,BP America,1374.4
28,1971,84,Republic Steel,1364.7
246,1971,85,Champion International,1356.0
138,1971,86,FMC,1330.5
157,1971,87,Wyeth,1294.3
178,1971,88,Raytheon,1258.7
494,1971,89,Warner-Lambert,1256.6
205,1971,90,Genesco,1250.7
51,1971,91,Honeywell Intl.,1248.5
57,1971,92,National Intergroup,1248.4
114,1971,93,Weyerhaeuser,1233.4
425,1971,94,U.S. Industries,1231.5
748,1971,95,Getty Oil,1221.2
732,1971,96,Teledyne,1216.4
115,1971,97,Colgate-Palmolive,1210.2
44,1971,98,Goodrich,1204.8
408,1971,99,Georgia-Pacific,1199.4
185,1971,100,Whirlpool,1196.8
49,1971,101,Ryerson Tull,1195.1
78,1971,102,American Cyanamid,1158.4
104,1971,103,Deere,1137.7
540,1971,104,Ogden,1136.2
71,1971,105,Kennecott,1133.1
59,1971,106,Olin,1125.3
364,1971,107,PepsiCo,1122.6
81,1971,108,BorgWarner,1114.8
68,1971,109,PPG Industries,1093.8
76,1971,110,American Motors,1089.8
331,1971,111,Amerada Hess,1086.3
95,1971,112,Carnation,1053.4
267,1971,113,Mead,1038.3
210,1971,114,Celanese,1036.7
97,1971,115,Reynolds Metals,1035.2
56,1971,116,General Mills,1021.7
394,1971,117,Norton Simon,1014.2
121,1971,118,Marathon Oil,1014.2
73,1971,119,Standard Brands,1006.2
159,1971,120,Johnson & Johnson,1002.0
189,1971,121,Eaton,997.4
129,1971,122,Grumman,993.3
218,1971,123,Altria Group,990.3
419,1971,124,Bristol-Myers Squibb,981.2
147,1971,125,GenCorp,981.1
62,1971,126,Anaconda,977.4
88,1971,127,Campbell Soup,964.8
103,1971,128,Crown Zellerbach,958.1
204,1971,129,Combustion Engineering,957.2
111,1971,130,Martin Marietta,940.9
72,1971,131,NL Industries,915.9
791,1971,132,Lykes,892.7
107,1971,133,J.P. Stevens,892.6
187,1971,134,Unisys,884.6
142,1971,135,H.J. Heinz,881.2
136,1971,136,Kaisertech,880.9
767,1971,137,International Utilities,880.0
215,1971,138,Pfizer,870.4
54,1971,139,Allis-Chalmers,870.1
82,1971,140,Nabisco Brands,868.9
177,1971,141,Kimberly-Clark,868.7
752,1971,142,Whittaker,863.7
226,1971,143,Studebaker-Worthington,858.1
161,1971,144,St. Regis,857.4
597,1971,145,Safety-Kleen,854.5
52,1971,146,AMAX,840.7
587,1971,147,Texas Instruments,827.6
118,1971,148,Babcock & Wilcox,826.4
731,1971,149,Kidde,818.2
213,1971,150,White Motor,810.0
169,1971,151,Hercules,798.6
156,1971,152,Motorola,796.4
148,1971,153,Anheuser-Busch,792.8
237,1971,154,Dresser Industries,789.1
123,1971,155,Furniture Brands Intl.,777.9
108,1971,156,Phelps Dodge,775.3
236,1971,157,Ingersoll-Rand,765.8
455,1971,158,Avon Products,759.2
83,1971,159,Avco,757.8
133,1971,160,Scott Paper,755.7
792,1971,161,Whitman,753.8
212,1971,162,Merck,747.6
60,1971,163,Asarco,717.8
689,1971,164,Iowa Beef Processors,716.3
736,1971,165,White Consolidated Industries,709.3
101,1971,166,United Merchants & Mfrs.,708.2
307,1971,167,Squibb,705.4
179,1971,168,Dart Industries,703.3
92,1971,169,Hormel Foods,695.8
79,1971,170,Pullman,685.1
125,1971,171,Otis Elevator,681.6
135,1971,172,Del Monte Foods,681.5
102,1971,173,Crane,680.2
201,1971,174,Central Soya,678.6
90,1971,175,Pillsbury,674.4
194,1971,176,Gillette,672.7
188,1971,177,Walter Industries,672.1
314,1971,178,Clark Equipment,671.0
200,1971,179,Dana,668.0
160,1971,180,Quantum Chemical,667.3
510,1971,181,Coltec Industries,665.6
176,1971,182,Pet,658.6
589,1971,183,Emerson Electric,657.0
672,1971,184,Land O'Lakes,654.3
818,1971,185,Anderson Clayton,639.1
242,1971,186,AMF,635.7
701,1971,187,Time Warner,632.6
233,1971,188,McGraw-Edison,631.1
183,1971,189,Northrop Grumman,626.9
139,1971,190,Oscar Mayer,622.7
186,1971,191,Kellogg,614.4
571,1971,192,Farmland Industries,612.8
282,1971,193,GAF,598.7
630,1971,194,Agway,597.9
113,1971,195,Quaker Oats,597.7
191,1971,196,Sterling Drug,594.4
202,1971,197,Carrier,594.1
209,1971,198,Corning,593.7
253,1971,199,Eli Lilly,592.3
700,1971,200,Essex International,588.5
117,1971,201,Manville,578.2
224,1971,202,Zenith Electronics,573.1
602,1971,203,Lear Siegler,566.4
673,1971,204,Ethyl,556.9
303,1971,205,Maxus Energy,555.8
607,1971,206,Evans Products,553.2
623,1971,207,North American Philips,547.1
703,1971,208,Control Data,539.5
168,1971,209,Koppers,532.8
105,1971,210,Liggett Group,529.9
572,1971,211,Kerr-McGee,527.5
96,1971,212,Amstar,527.3
567,1971,213,Sherwin-Williams,525.8
566,1971,214,Lever Brothers,525.0
167,1971,215,Wheeling Pittsburgh,523.0
274,1971,216,Budd,515.4
184,1971,217,Allegheny International,515.0
302,1971,218,Imcera Group,505.9
290,1971,219,Diamond International,505.0
773,1971,220,City Investing,504.9
653,1971,221,Castle & Cooke,496.9
128,1971,222,J.E. Seagram,496.0
413,1971,223,Magnavox,494.4
768,1971,224,Universal Oil Products,494.3
793,1971,225,Loews,490.4
620,1971,226,Kayser-Roth,489.7
346,1971,227,Cluett Peabody,488.0
227,1971,228,Owens Corning,487.0
144,1971,229,Armstrong Holdings,485.8
337,1971,230,Stauffer Chemical,482.5
446,1971,231,Times Mirror,481.8
766,1971,232,Fruit of the Loom,480.3
513,1971,233,Cerro,474.8
251,1971,234,BOC,469.7
650,1971,235,Jos. Schlitz Brewing,462.4
281,1971,236,Union Camp,462.2
146,1971,237,USG,461.6
320,1971,238,Abbott Laboratories,457.5
795,1971,239,Ikon Office Solutions,455.6
671,1971,240,Eltra,454.4
570,1971,241,Brunswick,450.4
211,1971,242,Fruehauf,450.1
434,1971,243,Cummins,448.5
234,1971,244,Rohm & Haas,445.3
270,1971,245,Scovill,444.5
155,1971,246,Archer Daniels Midland,443.4
356,1971,247,Paccar,442.7
152,1971,248,Aeroquip-Vickers,429.7
466,1971,249,USM,429.7
223,1971,250,Brown Shoe,429.5
248,1971,251,Tecumseh Products,426.8
609,1971,252,Polaroid,426.5
298,1971,253,Ward Foods,426.2
400,1971,254,AM International,420.5
190,1971,255,Westvaco,420.3
268,1971,256,Crown Holdings,414.2
641,1971,257,Indian Head,413.6
438,1971,258,Pennwalt Corp,413.4
120,1971,259,A.O. Smith,413.1
679,1971,260,MacMillan,400.3
317,1971,261,Sunbeam/Oster,399.3
241,1971,262,National Gypsum,398.4
594,1971,263,Pharmacia,397.7
380,1971,264,McGraw-Hill,394.8
238,1971,265,Kaiser Steel,393.2
578,1971,266,Schering-Plough,391.2
225,1971,267,Foster Wheeler,390.6
228,1971,268,Timken,389.2
296,1971,269,GK Technologies,386.6
172,1971,270,M. Lowenstein,386.6
687,1971,271,Intl. Multifoods,382.2
401,1971,272,Richardson-Vicks,380.6
646,1971,273,Harris,379.6
249,1971,274,Kelsey-Hayes,378.9
769,1971,275,National Industries,374.9
284,1971,276,WestPoint Stevens,373.9
548,1971,277,Revlon,373.5
514,1971,278,National Can,372.5
797,1971,279,Chromalloy American,371.7
143,1971,280,Admiral,368.5
621,1971,281,Di Giorgio,365.6
395,1971,282,Hartmarx,363.4
64,1971,283,Cudahy,362.3
592,1971,284,Akzona,362.0
229,1971,285,Norton,359.3
263,1971,286,Bemis,358.6
310,1971,287,Ex-Cell-O,357.0
751,1971,288,A-T-O,356.3
763,1971,289,Great Northern Nekoosa,355.3
300,1971,290,Flintkote,354.8
788,1971,291,American Beef Packers,353.5
643,1971,292,Hammermill Paper,352.4
149,1971,293,McNeill & Libby,350.7
93,1971,294,Hygrade Food Products,350.6
197,1971,295,Hershey Foods,349.6
316,1971,296,Collins Radio,349.0
819,1971,297,Gold Kist Holdings,347.9
660,1971,298,Hewlett-Packard,347.3
402,1971,299,US Pharmaceuticals,347.0
794,1971,300,Gould,347.0
278,1971,301,Allied Mills,347.0
699,1971,302,Hoover,346.7
735,1971,303,Heublein,344.7
743,1971,304,Bangor Punta,337.5
124,1971,305,ACF Industries,333.7
715,1971,306,Apogent Technologies,333.2
542,1971,307,R.R. Donnelley & Sons,331.2
231,1971,308,Campbell Taggart,330.4
375,1971,309,Interlake,330.0
541,1971,310,GATX,329.9
165,1971,311,Revere Copper & Brass,328.3
772,1971,312,Metromedia International,327.8
774,1971,313,Levi Strauss,327.8
820,1971,314,Dairylea Cooperative,327.3
559,1971,315,Reliance Electric,326.4
642,1971,316,Purex Industries,325.3
